example_id,example_name,category,prompt,layer,readout,position,source_token,top1_token,rank
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,1,:, Facts,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,2, The, British,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,5, in, town,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,8, where, Australia,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,9, the, Americans,4
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,10, Amazon,雨林,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,12, ends,终点,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,13, is, indigenous,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,11,jacobian_lens,14, , sea,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,1,:, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,2, The, British,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,5, in, Iraq,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,8, where, Australia,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,9, the, race,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,10, Amazon, Amazon,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,12, ends, terminates,9
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,13, is, indigenous,3
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,12,jacobian_lens,14, , million,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,1,:, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,2, The, Museum,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,5, in, Iraq,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,7, country, country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,8, where, UNESCO,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,9, the, country,4
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,10, Amazon,雨林,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,12, ends, terminates,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,13, is, Spanish,3
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,13,jacobian_lens,14, , million,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,0,Fact,dpa,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,1,:, Facts,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,2, The, Tree,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,4, spoken, spoken,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,5, in, Vietnam,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,6, the, region,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,7, country, Country,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,8, where, UNESCO,3
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,9, the, presidents,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,10, Amazon,雨林,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,12, ends, terminates,5
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,13, is,叫什么,6
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,14,jacobian_lens,14, ,7,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,0,Fact, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,1,:, Fact,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,2, The, University,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,3, language, language,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,4, spoken, by,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,5, in, Vietnam,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,6, the, Kingdom,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,7, country, countries,2
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,8, where, Australia,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,9, the, dinosaurs,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,10, Amazon,雨林,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,11, River, River,0
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,12, ends, is,23
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,13, is,叫什么,21
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,15,jacobian_lens,14, ,7,1
example_001,amazon-language,multihop,Fact: The language spoken in the country where the Amazon River ends is ,16,jacobian_lens,0,Fact, Fact,0
