example_id,example_name,category,prompt,layer,readout,position,source_token,top1_token,rank
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,1,:, Fact,2
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,2, The, Crown,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,4, of, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,5, the, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,7, metal, metal,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,8, with,er,2
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,10, number, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,11, ,2,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,12,7,s,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,13,9,9,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,6,jacobian_lens,14, is, mercury,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,0,Fact, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,1,:, Fact,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,2, The, Crown,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,4, of, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,5, the, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,7, metal, metal,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,8, with,er,2
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,10, number, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,11, ,1,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,12,7,s,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,13,9,9,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,7,jacobian_lens,14, is, coins,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,0,Fact,adro,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,1,:, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,2, The, Crown,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,4, of, color,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,5, the, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,7, metal, metals,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,8, with,er,5
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,10, number, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,11, ,1,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,12,7,s,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,13,9,9,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,8,jacobian_lens,14, is, coins,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,0,Fact, Property,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,1,:, Facts,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,2, The, Science,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,3, color, color,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,4, of, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,5, the, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,7, metal, metals,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,8, with,er,13
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,10, number, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,11, ,5,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,12,7,s,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,13,9,9,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,9,jacobian_lens,14, is, mercury,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,0,Fact,eur,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,1,:, Facts,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,2, The, People,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,4, of, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,5, the, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,7, metal, metals,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,8, with,er,21
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,10, number, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,11, ,5,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,12,7,s,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,13,9,9,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,10,jacobian_lens,14, is, mercury,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,0,Fact, Fact,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,1,:, Facts,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,2, The, British,2
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,4, of, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,5, the, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,7, metal, metals,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,8, with,er,23
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,10, number, Atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,11, ,5,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,12,7,eus,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,13,9, titanium,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,11,jacobian_lens,14, is, mercury,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,0,Fact, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,1,:, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,2, The, British,2
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,4, of, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,5, the, photograph,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,7, metal, metal,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,8, with, copper,26
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,10, number, Atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,11, ,5,2
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,12,7,7,3
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,13,9,9,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,12,jacobian_lens,14, is, helium,7
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,0,Fact, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,1,:, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,2, The, Museum,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,4, of, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,5, the, photograph,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,7, metal, metal,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,8, with,eness,36
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,10, number, Atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,11, ,5,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,12,7,eus,10
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,13,9, titanium,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,13,jacobian_lens,14, is, color,3
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,0,Fact,dpa,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,1,:, Facts,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,2, The, Tree,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,3, color, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,4, of, color,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,5, the, flowers,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,6, precious, precious,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,7, metal, metals,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,8, with, copper,22
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,10, number,编号,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,11, ,5,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,12,7,7,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,13,9,9,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,14,jacobian_lens,14, is, Color,33
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,0,Fact, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,1,:, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,2, The, University,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,3, color, colors,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,4, of, jewelry,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,5, the, flowers,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,6, precious, jewellery,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,7, metal, metals,1
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,8, with, copper,11
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,9, atomic, atomic,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,10, number, nuclear,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,11, ,5,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,12,7,7,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,13,9, helium,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,15,jacobian_lens,14, is, colors,40
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,16,jacobian_lens,0,Fact, Fact,0
example_004,element-color-gold2,element-color,Fact: The color of the precious metal with atomic number 79 is,16,jacobian_lens,1,:, Humans,0
